repo,sha,title,author,committer_date,url,decision,signal,review_level,reason
sgl-project/sglang,c2f14bfbc4e82ade955c4dacfaefd8e0a19abddf,[AMD] Use exact CU share for gfx950 segment-plan headroom (#39503),chuyeh,2026-09-22T08:49:59Z,https://github.com/sgl-project/sglang/commit/c2f14bfbc4e82ade955c4dacfaefd8e0a19abddf,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,367e3700cfb6a0b03b2fa41a4524febf18ec1f15,avoid host sync in DSpark prefill slot expansion (#40111),inkcherry,2026-09-22T08:20:49Z,https://github.com/sgl-project/sglang/commit/367e3700cfb6a0b03b2fa41a4524febf18ec1f15,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,d00adfd19cb6ea56de2f2fe814924f0c9a1664f8,[AMD] Fix deferred Kimi-K3 forget gate in fused in-projection (#39525),tom.jen,2026-09-22T08:07:25Z,https://github.com/sgl-project/sglang/commit/d00adfd19cb6ea56de2f2fe814924f0c9a1664f8,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,6412ad8c6481db616cac8b7095fe336bcd708562,[AMD] Pack Qwen3.5 GDN input projections on ROCm (#39902),zijie,2026-09-22T07:52:40Z,https://github.com/sgl-project/sglang/commit/6412ad8c6481db616cac8b7095fe336bcd708562,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,771c9d782d9ecf0324e70b7f5a08c32644d652c5,[PD] Validate Mooncake EFA allocator compatibility (#39973),Po-Han Huang (NVIDIA),2026-09-22T07:12:29Z,https://github.com/sgl-project/sglang/commit/771c9d782d9ecf0324e70b7f5a08c32644d652c5,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,1815e490de39707d4e5f37af9f1203bc761ca87f,[observability] Fix negative queue_time for retracted requests (#39312),Suraj,2026-09-22T07:08:01Z,https://github.com/sgl-project/sglang/commit/1815e490de39707d4e5f37af9f1203bc761ca87f,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,c948114d58dcd192ec32c81cd88ae12bbc5179dc,[DOC] Update quickstart guide to use `sglang serve` for launching the server (#40647),jshn9515,2026-09-22T07:00:35Z,https://github.com/sgl-project/sglang/commit/c948114d58dcd192ec32c81cd88ae12bbc5179dc,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,8ac19cc19f8ade51ed203478f17c9a09c706d730,[AMD][Kimi-K3] Fix deferred KDA gate projection and update DCP cookbook (#39066),Kevin Mi,2026-09-22T06:35:12Z,https://github.com/sgl-project/sglang/commit/8ac19cc19f8ade51ed203478f17c9a09c706d730,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,4c81cd1b0904f8f7778e87c0974b464aab21b74c,[KDA] Fix missing beta sigmoid in PTX prefill (#40685),Mohammad Miadh Angkad,2026-09-22T06:24:38Z,https://github.com/sgl-project/sglang/commit/4c81cd1b0904f8f7778e87c0974b464aab21b74c,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,bc22e1de9e3734d264933eb3b14301768ac7eb92,[DSpark] Fix draft CUDA graph stream explosion (#40658),Khoa Pham,2026-09-22T06:05:45Z,https://github.com/sgl-project/sglang/commit/bc22e1de9e3734d264933eb3b14301768ac7eb92,Read,G8,selected_diff,新接纳机制，详见信号
sgl-project/sglang,a0781f271462121a57f27284fc55c7fe46ba7124,[Docs] GLM-5.3/5.3-Flash cookbooks: enable reasoning/tool-call parsers by default via auto (#40497),Brayden Zhong,2026-09-22T05:54:08Z,https://github.com/sgl-project/sglang/commit/a0781f271462121a57f27284fc55c7fe46ba7124,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,04c0913434c42e219838c2cce7a9781c1a455b7c,[HiSparse] Add MHA hisparse support for MiniMax M3 (#31446),Guangda Liu,2026-09-22T05:28:03Z,https://github.com/sgl-project/sglang/commit/04c0913434c42e219838c2cce7a9781c1a455b7c,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,095e45100b3b78e00464108becad1d58c45037c3,[AMD] [GLM-5.3-Flash Day 0] Route mHC through AITER on gfx950 (#38545),Raiden Makoto,2026-09-22T05:24:29Z,https://github.com/sgl-project/sglang/commit/095e45100b3b78e00464108becad1d58c45037c3,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,264da633191d69cd2087a08154c6155caa2bb3be,[AMD] Update ROCm AITER pin to acf8fdf9 (#39965),kangwangamd,2026-09-22T05:01:17Z,https://github.com/sgl-project/sglang/commit/264da633191d69cd2087a08154c6155caa2bb3be,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,b01961e295db7ece61956ef13672feb77774c18e,[LFM2-VL] Add DSpark speculative decoding (#40651),Piotr Mazurek,2026-09-22T04:49:51Z,https://github.com/sgl-project/sglang/commit/b01961e295db7ece61956ef13672feb77774c18e,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,9b59fc5db514e3748a0f6bb4ac90128602d09c87,[ModelOpt][PP] Keep BF16 shared experts out of the NVFP4 fusion so TP1 pipeline stages can load (#40628),YAMY,2026-09-22T04:45:58Z,https://github.com/sgl-project/sglang/commit/9b59fc5db514e3748a0f6bb4ac90128602d09c87,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,2032f3a0716f641bf1e88019adf8dc223052cee3,[Router] Abort the engine when a client disconnects mid-request (#39461),Kangyan-Zhou,2026-09-22T04:35:56Z,https://github.com/sgl-project/sglang/commit/2032f3a0716f641bf1e88019adf8dc223052cee3,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,a9f02b0fa48be1642ad27960d6ee244ed2e8c056,[NPU] Fix xgrammar apply_vocab_mask device dispatch to use torch.ops.npu (#36120),Javen,2026-09-22T04:34:15Z,https://github.com/sgl-project/sglang/commit/a9f02b0fa48be1642ad27960d6ee244ed2e8c056,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,877a293d6d2d9d7266467f7253aea8ec7b970203,[Benchmark] Optionally clear HiCache storage between cases (#40659),metamergebot,2026-09-22T04:31:21Z,https://github.com/sgl-project/sglang/commit/877a293d6d2d9d7266467f7253aea8ec7b970203,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,e1daf68304ea823956ce97603e3f9b43565c0ba9,[AMD] [GLM-5.3-Flash Day 0] Honor fused and per-expert names in quark `exclude` (#39317),Raiden Makoto,2026-09-22T04:26:42Z,https://github.com/sgl-project/sglang/commit/e1daf68304ea823956ce97603e3f9b43565c0ba9,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,018b73c7a06261bd70a77ddfc402c736bcb2333d,[PD] Pack draft KV head slices for DCP transfers (#40500),Khoa Pham,2026-09-22T04:11:27Z,https://github.com/sgl-project/sglang/commit/018b73c7a06261bd70a77ddfc402c736bcb2333d,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,b44e2486824e2fbde9cbcb09adad10bce5593c16,[AMD] [GLM-5.3-Flash Day 0] Enable FP8 and Quark MXFP4 MoE on gfx950 (#38546),Raiden Makoto,2026-09-22T04:07:37Z,https://github.com/sgl-project/sglang/commit/b44e2486824e2fbde9cbcb09adad10bce5593c16,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,15ba54bd5d31469908ed32d92cf9473e95bde5e6,perf(engine): avoid timed waits for Engine responses (#39486),jthomson04,2026-09-22T03:42:03Z,https://github.com/sgl-project/sglang/commit/15ba54bd5d31469908ed32d92cf9473e95bde5e6,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,56fee88e236b7666b87adeceecfb14230a482f61,fix(moe): support Llama4 NVFP4 router input weights on SM120 (#35504),Jan Bernlöhr,2026-09-22T03:18:11Z,https://github.com/sgl-project/sglang/commit/56fee88e236b7666b87adeceecfb14230a482f61,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,59a723ef1e0032130a3eb48f43b6a6bf56b40251,[sgl-router] refactor - SLO ordering for bucket selection (#40292),Kan Wu,2026-09-22T03:16:10Z,https://github.com/sgl-project/sglang/commit/59a723ef1e0032130a3eb48f43b6a6bf56b40251,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,27f796ca6c40e9a0b944dd7f9cdc241937dcd6a0,"[sgl-router] Fix readiness, IPv6 discovery, logging, and model validation (#40604)",Kan Wu,2026-09-22T03:13:06Z,https://github.com/sgl-project/sglang/commit/27f796ca6c40e9a0b944dd7f9cdc241937dcd6a0,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,1d025491f3448f52d6e1df47958e681151ce3167,[Test] Set DP size in the mocked Metal profiler test (#40667),Cheng Wan,2026-09-22T02:57:52Z,https://github.com/sgl-project/sglang/commit/1d025491f3448f52d6e1df47958e681151ce3167,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,90cf471723e01c9ec64505401ab454d34bac92de,[AMD] [GLM-5.3-Flash Day 0] Support non-2048 top-k widths in the DSA page-table transform (#39340),Jacob0226,2026-09-22T02:50:17Z,https://github.com/sgl-project/sglang/commit/90cf471723e01c9ec64505401ab454d34bac92de,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,5f9c6b9eb070acd30e7b59069964086d34867ad6,[diffusion] fix: separate a use-scoped layerwise release from release_all (#40590),Mick,2026-09-22T02:38:44Z,https://github.com/sgl-project/sglang/commit/5f9c6b9eb070acd30e7b59069964086d34867ad6,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,a1b2b976fe23c3f683a8d9057aceee4e03d11bdb,[diffusion] CI: restore public Qwen-Image 2.1 TP2 E2E coverage (#40507),Mick,2026-09-22T02:38:00Z,https://github.com/sgl-project/sglang/commit/a1b2b976fe23c3f683a8d9057aceee4e03d11bdb,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,15eba3b4643c126ab83e59af3c808b6811075817,Feat: Add TensorCast storage as a new HiCache backend (#27265),Yuhan Zhou,2026-09-22T02:19:04Z,https://github.com/sgl-project/sglang/commit/15eba3b4643c126ab83e59af3c808b6811075817,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,bc30fa1759b254b2396be27b026e739607e0764f,[AMD][Fix] AgentX HIP TPOT regression when SGLANG_SIMULATE_ACC_LEN is set (#40598),jacky.cheng,2026-09-22T02:16:15Z,https://github.com/sgl-project/sglang/commit/bc30fa1759b254b2396be27b026e739607e0764f,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,9eda772a21842191112afcb1292ab0a79975070b,[Test] Handle tied top-k indices in graph-pool logprob regression (#40661),Cheng Wan,2026-09-22T02:02:43Z,https://github.com/sgl-project/sglang/commit/9eda772a21842191112afcb1292ab0a79975070b,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,e332e1b84e643d02d6223542941030c03717f62c,[Fix] Don't write conv state from the fused KDA verify kernel (#39524),Mohammad Miadh Angkad,2026-09-22T01:33:03Z,https://github.com/sgl-project/sglang/commit/e332e1b84e643d02d6223542941030c03717f62c,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,35eb7cf8d62396e9bfd16900c1dc97d76e0cab02,[Intel][XPU][KVCanary] Enable KV Canary on Intel XPU (#33520),Dayananda V,2026-09-22T01:19:01Z,https://github.com/sgl-project/sglang/commit/35eb7cf8d62396e9bfd16900c1dc97d76e0cab02,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,046cd6f4eafb2cd3a5ffaa9182f7e3e939c63a55,[XPU][ci]: disable XPU NIXL disaggregation test (#40540),Ma Mingfei,2026-09-22T01:02:22Z,https://github.com/sgl-project/sglang/commit/046cd6f4eafb2cd3a5ffaa9182f7e3e939c63a55,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,c4d3770a6850171beb660576cd003e8001a3f75b,[Kimi K3] Fix CUDA graph stream explosion (#40640),Khoa Pham,2026-09-22T00:49:50Z,https://github.com/sgl-project/sglang/commit/c4d3770a6850171beb660576cd003e8001a3f75b,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,31b577bb085b8f048a3c93f2420e8ac3d26786f2,[AMD] Pad QSA MQA decode Q-heads to 16 for ROCm MFMA (#38875),jacky.cheng,2026-09-22T00:43:46Z,https://github.com/sgl-project/sglang/commit/31b577bb085b8f048a3c93f2420e8ac3d26786f2,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,98c8dee23b96b5c2cc194b0f06f72ed17cbb2a20,Fix lint failure from draft-decode window test location (#40654),Cheng Wan,2026-09-22T00:41:00Z,https://github.com/sgl-project/sglang/commit/98c8dee23b96b5c2cc194b0f06f72ed17cbb2a20,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,042b6a488f52485c4b0090b25423d311c1e8a060,[AMD] [GLM-5.3-Flash Day 0] Enable zero-RoPE MHA prefill on ROCm (#39338),Jacob0226,2026-09-22T00:38:07Z,https://github.com/sgl-project/sglang/commit/042b6a488f52485c4b0090b25423d311c1e8a060,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,582389cec557c613f87a054c6968bdbf52165f20,[Fix] Keep diffusion encoder TP context bindings consistent (#40646),Cheng Wan,2026-09-22T00:23:15Z,https://github.com/sgl-project/sglang/commit/582389cec557c613f87a054c6968bdbf52165f20,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,c53cc8e1eb92e037cea8072c49dc54fde9ec2780,[NPU][BugFix] Avoid M-RoPE recompilation for variable sequence lengths (#40371),Tao Li,2026-09-22T00:19:25Z,https://github.com/sgl-project/sglang/commit/c53cc8e1eb92e037cea8072c49dc54fde9ec2780,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,61d0cf2074711db9c54c993a3732355b5377c906,[Spec] Windowed draft-decode attention for built-in EAGLE / MTP drafts (#32673),avalliappan-nvidia,2026-09-22T00:17:57Z,https://github.com/sgl-project/sglang/commit/61d0cf2074711db9c54c993a3732355b5377c906,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,9fdb71732ae323ff590ecd69043dd3fd4cc6e510,Avoid materializing GDN QKV tensors during target verification (#33778),Vedant V Jhaveri,2026-09-22T00:04:18Z,https://github.com/sgl-project/sglang/commit/9fdb71732ae323ff590ecd69043dd3fd4cc6e510,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,506698761d9e0ebe3b7095ea5f639c238e99f7dc,[unified-memory] Hierarchical cache for every unified pool shape (#37507),Cheng Wan,2026-09-21T23:50:37Z,https://github.com/sgl-project/sglang/commit/506698761d9e0ebe3b7095ea5f639c238e99f7dc,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,22587fb15ce90a31c55e684495dfd16a9e5bf8e7,[Fix] Run KV canary hooks for context-parallel prefill (#40642),Cheng Wan,2026-09-21T23:46:22Z,https://github.com/sgl-project/sglang/commit/22587fb15ce90a31c55e684495dfd16a9e5bf8e7,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,00986c81be687d82e66651fb3ce9a096070b06e6,Support GLM-5.3-Flash hybrid attention CPU offload and PD index mapping (#40310),Yuxuan Zhang,2026-09-21T23:03:03Z,https://github.com/sgl-project/sglang/commit/00986c81be687d82e66651fb3ce9a096070b06e6,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,0229025127f3928353c7af3bd1583e87bacaa397,[Spec][PP] Launch extend microbatches before the spec output exchange (#40499),YAMY,2026-09-21T22:47:03Z,https://github.com/sgl-project/sglang/commit/0229025127f3928353c7af3bd1583e87bacaa397,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,0c53fec4768a46a003a7afe27c938469db956368,[ROCm] fix: remove extra bf16 -> fp32 cast in jit grouped topk kernel path (#39775),RuibinCheung,2026-09-21T22:43:21Z,https://github.com/sgl-project/sglang/commit/0c53fec4768a46a003a7afe27c938469db956368,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,d47b8c454c59121f8676e3d666d0542b628919d2,[sgl-router] Release cancelled circuit-breaker probes (#40603),Kan Wu,2026-09-21T22:39:50Z,https://github.com/sgl-project/sglang/commit/d47b8c454c59121f8676e3d666d0542b628919d2,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,a5c2cc517c5f0b6db398eb22f99a5dca840e9f20,[CI] Split the CI control labels into four axes and resolve them live (#40527),Liangsheng Yin,2026-09-21T22:37:28Z,https://github.com/sgl-project/sglang/commit/a5c2cc517c5f0b6db398eb22f99a5dca840e9f20,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,66f19f5c468f11a75d09a31ccde7b3ac3fd6814d,[AMD] Enable HiCache for GLM-5.2 MI355X throughput recipe (#40570),"Zhang, Jiejing",2026-09-21T22:28:27Z,https://github.com/sgl-project/sglang/commit/66f19f5c468f11a75d09a31ccde7b3ac3fd6814d,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,8bde82c0ad46e2c59dc0e1e511fdbf6b5bcf4028,[AMD] [GLM-5.3-Flash Day 0] Build the fused DSA k-pool top-k JIT kernel on HIP (#39339),Jacob0226,2026-09-21T22:24:44Z,https://github.com/sgl-project/sglang/commit/8bde82c0ad46e2c59dc0e1e511fdbf6b5bcf4028,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,2261c2e6188a4a8e11f077eee7bd0edbbdc738a1,Add MiMo-V2.6 cookbook (#40622),Yingchun Lai,2026-09-21T21:58:53Z,https://github.com/sgl-project/sglang/commit/2261c2e6188a4a8e11f077eee7bd0edbbdc738a1,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,acac4dd9d9ecf415628fd0ab99f101903c86f653,[Refactor] Clean up parallel runtime comments (#40632),Cheng Wan,2026-09-21T21:32:22Z,https://github.com/sgl-project/sglang/commit/acac4dd9d9ecf415628fd0ab99f101903c86f653,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,f532ad1f9aef2397cc86a00756f0758f8de31956,Fix GLM-5.3 forget-gate shape for nvCUTEDSL verify (#40607),William Hu,2026-09-21T20:52:26Z,https://github.com/sgl-project/sglang/commit/f532ad1f9aef2397cc86a00756f0758f8de31956,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,e0c2e8dc4d3728bb78e50ffd73362a26efcb7d6a,[AMD] Tune Qwen3.5 TP4 GDN recurrent launch on gfx950 (#39987),jacky.cheng,2026-09-21T20:20:54Z,https://github.com/sgl-project/sglang/commit/e0c2e8dc4d3728bb78e50ffd73362a26efcb7d6a,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,1ed68220394444d336a50e0401a3dcf3dd3d434a,[Test] Anchor `basic_perf` thresholds to each metric's measured spread (#40617),Liangsheng Yin,2026-09-21T20:02:10Z,https://github.com/sgl-project/sglang/commit/1ed68220394444d336a50e0401a3dcf3dd3d434a,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,b18ca9ca443302501b009ecc7b3f065b691f3f13,[CI] Bump sgl-eval to 0.1.2 (#40620),Liangsheng Yin,2026-09-21T20:00:54Z,https://github.com/sgl-project/sglang/commit/b18ca9ca443302501b009ecc7b3f065b691f3f13,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,11e661fd450d21dfc75d918b2bbc126cc6a01b50,[Fix] Don't free the multi-CTAs KV counter the decode graphs captured (#39175),Mohammad Miadh Angkad,2026-09-21T19:58:48Z,https://github.com/sgl-project/sglang/commit/11e661fd450d21dfc75d918b2bbc126cc6a01b50,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,44bdf225d85f34a605f66a1d2c6a4eafa33b2f0e,Fix lint failure from MXFP8 reserved-slot test location (#40618),Cheng Wan,2026-09-21T19:31:11Z,https://github.com/sgl-project/sglang/commit/44bdf225d85f34a605f66a1d2c6a4eafa33b2f0e,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,bccf691b221835689450ef601e73fd6ee79c2ac3,"Bringing the parallel runtime up becomes a phase, not a side effect (#40345)",Cheng Wan,2026-09-21T19:29:50Z,https://github.com/sgl-project/sglang/commit/bccf691b221835689450ef601e73fd6ee79c2ac3,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,1d3243d05f614e55eec759390f91a80026df30c2,Take the parallel getters off the package's public surface (#40344),Cheng Wan,2026-09-21T19:27:50Z,https://github.com/sgl-project/sglang/commit/1d3243d05f614e55eec759390f91a80026df30c2,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,970e946e4fdaa1271a4044fd36850650d315fecf,Retire the per-runner parallel record (#40343),Cheng Wan,2026-09-21T19:26:40Z,https://github.com/sgl-project/sglang/commit/970e946e4fdaa1271a4044fd36850650d315fecf,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,73f071db52e87f56f9d44546fc81b7dbc2aaa72e,"Deprecate the parallel getters the context answers, and ratchet them shut (#40342)",Cheng Wan,2026-09-21T19:25:32Z,https://github.com/sgl-project/sglang/commit/73f071db52e87f56f9d44546fc81b7dbc2aaa72e,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,65be3fa71a4d35c5166cd1b510e5e9203989455c,A runner and the objects it builds freeze the placement they describe (#40341),Cheng Wan,2026-09-21T19:24:17Z,https://github.com/sgl-project/sglang/commit/65be3fa71a4d35c5166cd1b510e5e9203989455c,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,2d0e94e3a36cbf125d52eaf20bfb26117a6e72ca,"Check the topology identities where the layout is written, and build at the published widths (#40340)",Cheng Wan,2026-09-21T19:22:59Z,https://github.com/sgl-project/sglang/commit/2d0e94e3a36cbf125d52eaf20bfb26117a6e72ca,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,d5fdab7022bd19b302e207c2d3c67a169bf4d162,chore: add NIXL owners and CI access (#40602),ishandhanani,2026-09-21T19:21:30Z,https://github.com/sgl-project/sglang/commit/d5fdab7022bd19b302e207c2d3c67a169bf4d162,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,0db1a93adb098e8651c07d51bb26492b9587ca52,"State the draft's whole topology in its scope, and read the rest from the context (#40339)",Cheng Wan,2026-09-21T19:19:38Z,https://github.com/sgl-project/sglang/commit/0db1a93adb098e8651c07d51bb26492b9587ca52,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,ae7a516ba723e3504966d2cfb54fba8e7c9aa710,feat: use XGrammar V4.1 DSML parameter constraints (#39026),Yixin Dong,2026-09-21T19:12:28Z,https://github.com/sgl-project/sglang/commit/ae7a516ba723e3504966d2cfb54fba8e7c9aa710,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,f0940fe3a6d2f2761d04ecc4cdf64349a4a1c022,Update DeepSeek-V4 Pro for B200 FP4 agentic PD disaggregation (#40610),Faradawn Yang,2026-09-21T19:10:03Z,https://github.com/sgl-project/sglang/commit/f0940fe3a6d2f2761d04ecc4cdf64349a4a1c022,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,90b3f8544ca23452481e6b0267b7b72b6021a7b3,[AMD] Use Triton softmax routing for Qwen3.5 on gfx950 (#39986),jacky.cheng,2026-09-21T19:02:29Z,https://github.com/sgl-project/sglang/commit/90b3f8544ca23452481e6b0267b7b72b6021a7b3,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,f702a0be29c598f5b02b4f1a8032a963b1b8f621,"Revert ""[Diffusion] migrate the whole _register_configs from registry.py to the model own config file"" (#40611)",ronnie_zheng,2026-09-21T18:05:19Z,https://github.com/sgl-project/sglang/commit/f702a0be29c598f5b02b4f1a8032a963b1b8f621,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,632919e49865429f10af9a4976c219ff4ea53487,[AMD] Fix DeepSeek-R1-MXFP4 accuracy with AITER FP8 (#37762),Bingxu Chen,2026-09-21T17:51:37Z,https://github.com/sgl-project/sglang/commit/632919e49865429f10af9a4976c219ff4ea53487,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,e6931ca88991c4b1bd9d633b5e4232e5611e7cc8,[Diffusion] migrate the whole _register_configs from registry.py to the model own config file (#40475),ronnie_zheng,2026-09-21T17:45:53Z,https://github.com/sgl-project/sglang/commit/e6931ca88991c4b1bd9d633b5e4232e5611e7cc8,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,7a6191c4b95f269d6108bbf2412c420f42655594,Preallocate HiCache MHA staging before post-capture KV sizing (#40256),cctry,2026-09-21T17:44:29Z,https://github.com/sgl-project/sglang/commit/7a6191c4b95f269d6108bbf2412c420f42655594,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,7ad55e43865c3555bad01360743f0a8d92c09677,[HiCache] TMA-staged host<->device KV transfer kernel (sm_90+) (#40278),cctry,2026-09-21T17:38:23Z,https://github.com/sgl-project/sglang/commit/7ad55e43865c3555bad01360743f0a8d92c09677,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,0cb37c018c2227c4c41685587b840a3bb06dbc6b,[KDA] Enable ReplaySSM for GLM-5.3 Flash (#40517),William Hu,2026-09-21T17:34:08Z,https://github.com/sgl-project/sglang/commit/0cb37c018c2227c4c41685587b840a3bb06dbc6b,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,3c71bb018aa5811eea9c0f8c43736834dea8b2b9,[AMD] Enable GLM DSA prefill top-k to the v2 kernel (#37889),Eric.Chin.AMD,2026-09-21T17:31:07Z,https://github.com/sgl-project/sglang/commit/3c71bb018aa5811eea9c0f8c43736834dea8b2b9,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,5a6a1bb88354b4d0ed13c0424cb6e3bc7539c674,[mxfp8-kv] Skip writes to the reserved CUDA-graph padding slot (#35351),Sam Shleifer,2026-09-21T17:21:25Z,https://github.com/sgl-project/sglang/commit/5a6a1bb88354b4d0ed13c0424cb6e3bc7539c674,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,008470abd80a3c50c95c16aa41ac97d51586819e,[sgl-router] Bound streaming lifetimes and release guards on idle disconnect (#40391),Kan Wu,2026-09-21T17:07:07Z,https://github.com/sgl-project/sglang/commit/008470abd80a3c50c95c16aa41ac97d51586819e,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,800613a74bc1febbe0804f3b458468d9bdb32700,[Test] Split the serving perf tests by topic into `basic_perf/` and route their thresholds through a kit (#40505),Liangsheng Yin,2026-09-21T17:05:57Z,https://github.com/sgl-project/sglang/commit/800613a74bc1febbe0804f3b458468d9bdb32700,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
sgl-project/sglang,14e9c40a72aa247ceb07b93b32b1fe353317bcf2,[Observability] Expose python/rust frontend identity in `/server_info` (#39993),Sage,2026-09-21T15:32:52Z,https://github.com/sgl-project/sglang/commit/14e9c40a72aa247ceb07b93b32b1fe353317bcf2,Observe,,title_triage,保留候选；未凭标题接受
sgl-project/sglang,50ec9702d0dc680d114c311a4df83d96a15062a0,"[diffusion] docs: update ComfyUI sections, trimmed examples, and the RTX 5090 DiT-resident recipe (1.42x) for Qwen-Image-2.1 cookbook (#40573)",Mick,2026-09-21T13:23:11Z,https://github.com/sgl-project/sglang/commit/50ec9702d0dc680d114c311a4df83d96a15062a0,Ignore,,title_triage,CI/docs/test/chore 标题初筛；不宣称无运行时影响
