repo,number,title,author,merged_at,base,merge_sha,url,signal
sgl-project/sglang,40667,[Test] Set DP size in the mocked Metal profiler test,ch-wan,2026-09-22T02:57:52Z,main,1d025491f3448f52d6e1df47958e681151ce3167,https://github.com/sgl-project/sglang/pull/40667,
sgl-project/sglang,39340,[AMD] [GLM-5.3-Flash Day 0] Support non-2048 top-k widths in the DSA page-table transform,Jacob0226,2026-09-22T02:50:18Z,main,90cf471723e01c9ec64505401ab454d34bac92de,https://github.com/sgl-project/sglang/pull/39340,
sgl-project/sglang,40590,[Diffusion] Separate a use-scoped layerwise release from release_all,mickqian,2026-09-22T02:38:45Z,main,5f9c6b9eb070acd30e7b59069964086d34867ad6,https://github.com/sgl-project/sglang/pull/40590,
sgl-project/sglang,40507,[Diffusion] Restore public Qwen-Image 2.1 TP2 E2E coverage,mickqian,2026-09-22T02:38:01Z,main,a1b2b976fe23c3f683a8d9057aceee4e03d11bdb,https://github.com/sgl-project/sglang/pull/40507,
sgl-project/sglang,27265,Feat: Add TensorCast storage as a new HiCache backend,zhou-yuhan,2026-09-22T02:19:05Z,main,15eba3b4643c126ab83e59af3c808b6811075817,https://github.com/sgl-project/sglang/pull/27265,
sgl-project/sglang,40598,[AMD][Fix] AgentX HIP TPOT regression when SGLANG_SIMULATE_ACC_LEN is set,yichiche,2026-09-22T02:16:16Z,main,bc30fa1759b254b2396be27b026e739607e0764f,https://github.com/sgl-project/sglang/pull/40598,
sgl-project/sglang,40310,Support GLM-5.3-Flash hybrid attention CPU offload and PD index mapping,zRzRzRzRzRzRzR,2026-09-21T23:03:04Z,main,00986c81be687d82e66651fb3ce9a096070b06e6,https://github.com/sgl-project/sglang/pull/40310,
sgl-project/sglang,40661,[Test] Handle tied top-k indices in graph-pool logprob regression,ch-wan,2026-09-22T02:02:44Z,main,9eda772a21842191112afcb1292ab0a79975070b,https://github.com/sgl-project/sglang/pull/40661,
sgl-project/sglang,39524,[Fix] Don't write conv state from the fused KDA verify kernel,mmangkad,2026-09-22T01:33:03Z,main,e332e1b84e643d02d6223542941030c03717f62c,https://github.com/sgl-project/sglang/pull/39524,
sgl-project/sglang,33520,[Intel][XPU][KVCanary] Enable KV Canary on Intel XPU,dayanandav,2026-09-22T01:19:02Z,main,35eb7cf8d62396e9bfd16900c1dc97d76e0cab02,https://github.com/sgl-project/sglang/pull/33520,
sgl-project/sglang,40540,[XPU][ci]: disable XPU NIXL disaggregation test,mingfeima,2026-09-22T01:02:23Z,main,046cd6f4eafb2cd3a5ffaa9182f7e3e939c63a55,https://github.com/sgl-project/sglang/pull/40540,
sgl-project/sglang,40640,[Kimi K3] Fix CUDA graph stream explosion,kpham-sgl,2026-09-22T00:49:50Z,main,c4d3770a6850171beb660576cd003e8001a3f75b,https://github.com/sgl-project/sglang/pull/40640,
sgl-project/sglang,38875,[AMD] Pad QSA MQA decode Q-heads to 16 for ROCm MFMA,yichiche,2026-09-22T00:43:46Z,main,31b577bb085b8f048a3c93f2420e8ac3d26786f2,https://github.com/sgl-project/sglang/pull/38875,
sgl-project/sglang,40654,Fix lint failure from draft-decode window test location,ch-wan,2026-09-22T00:41:01Z,main,98c8dee23b96b5c2cc194b0f06f72ed17cbb2a20,https://github.com/sgl-project/sglang/pull/40654,
sgl-project/sglang,39338,[AMD] [GLM-5.3-Flash Day 0] Enable zero-RoPE MHA prefill on ROCm,Jacob0226,2026-09-22T00:38:07Z,main,042b6a488f52485c4b0090b25423d311c1e8a060,https://github.com/sgl-project/sglang/pull/39338,
sgl-project/sglang,40646,[Fix] Keep diffusion encoder TP context bindings consistent,ch-wan,2026-09-22T00:23:16Z,main,582389cec557c613f87a054c6968bdbf52165f20,https://github.com/sgl-project/sglang/pull/40646,
sgl-project/sglang,40371,[NPU][BugFix] Avoid M-RoPE recompilation for variable sequence lengths,ltaodream,2026-09-22T00:19:26Z,main,c53cc8e1eb92e037cea8072c49dc54fde9ec2780,https://github.com/sgl-project/sglang/pull/40371,
sgl-project/sglang,32673,[Spec] Windowed draft-decode attention for built-in EAGLE / MTP drafts,avalliappan-nvidia,2026-09-22T00:17:58Z,main,61d0cf2074711db9c54c993a3732355b5377c906,https://github.com/sgl-project/sglang/pull/32673,
sgl-project/sglang,33778,Avoid materializing GDN QKV tensors during target verification,vedantjh2,2026-09-22T00:04:19Z,main,9fdb71732ae323ff590ecd69043dd3fd4cc6e510,https://github.com/sgl-project/sglang/pull/33778,
sgl-project/sglang,37507,[unified-memory] Hierarchical cache for every unified pool shape,ch-wan,2026-09-21T23:50:38Z,main,506698761d9e0ebe3b7095ea5f639c238e99f7dc,https://github.com/sgl-project/sglang/pull/37507,
sgl-project/sglang,40642,[Fix] Run KV canary hooks for context-parallel prefill,ch-wan,2026-09-21T23:46:22Z,main,22587fb15ce90a31c55e684495dfd16a9e5bf8e7,https://github.com/sgl-project/sglang/pull/40642,
sgl-project/sglang,40499,[Spec][PP] Launch extend microbatches before the spec output exchange,YAMY1234,2026-09-21T22:47:03Z,main,0229025127f3928353c7af3bd1583e87bacaa397,https://github.com/sgl-project/sglang/pull/40499,
sgl-project/sglang,39775,[ROCm] fix: remove extra bf16 -> fp32 cast in jit grouped topk kernel path,RuibinCheung,2026-09-21T22:43:22Z,main,0c53fec4768a46a003a7afe27c938469db956368,https://github.com/sgl-project/sglang/pull/39775,
sgl-project/sglang,40603,[sgl-router] Release cancelled circuit-breaker probes,sherlockwu,2026-09-21T22:39:51Z,main,d47b8c454c59121f8676e3d666d0542b628919d2,https://github.com/sgl-project/sglang/pull/40603,
sgl-project/sglang,40527,[CI] Split the CI control labels into four axes and resolve them live,hnyls2002,2026-09-21T22:37:29Z,main,a5c2cc517c5f0b6db398eb22f99a5dca840e9f20,https://github.com/sgl-project/sglang/pull/40527,
sgl-project/sglang,40570,[AMD] Enable HiCache for GLM-5.2 MI355X throughput recipe,jiejingzhangamd,2026-09-21T22:28:27Z,main,66f19f5c468f11a75d09a31ccde7b3ac3fd6814d,https://github.com/sgl-project/sglang/pull/40570,
sgl-project/sglang,39339,[AMD] [GLM-5.3-Flash Day 0] Build the fused DSA k-pool top-k JIT kernel on HIP,Jacob0226,2026-09-21T22:24:45Z,main,8bde82c0ad46e2c59dc0e1e511fdbf6b5bcf4028,https://github.com/sgl-project/sglang/pull/39339,
sgl-project/sglang,40622,Add MiMo-V2.6 cookbook,acelyc111,2026-09-21T21:58:53Z,main,2261c2e6188a4a8e11f077eee7bd0edbbdc738a1,https://github.com/sgl-project/sglang/pull/40622,
sgl-project/sglang,40632,[Refactor] Clean up parallel runtime comments,ch-wan,2026-09-21T21:32:23Z,main,acac4dd9d9ecf415628fd0ab99f101903c86f653,https://github.com/sgl-project/sglang/pull/40632,
sgl-project/sglang,40607,Fix GLM-5.3 forget-gate shape for nvCUTEDSL verify,willhu-jpg,2026-09-21T20:52:27Z,main,f532ad1f9aef2397cc86a00756f0758f8de31956,https://github.com/sgl-project/sglang/pull/40607,
sgl-project/sglang,39987,[AMD] Tune Qwen3.5 TP4 GDN recurrent launch on gfx950,yichiche,2026-09-21T20:20:54Z,main,e0c2e8dc4d3728bb78e50ffd73362a26efcb7d6a,https://github.com/sgl-project/sglang/pull/39987,
sgl-project/sglang,40617,[Test] Anchor `basic_perf` thresholds to each metric's measured spread,hnyls2002,2026-09-21T20:02:10Z,main,1ed68220394444d336a50e0401a3dcf3dd3d434a,https://github.com/sgl-project/sglang/pull/40617,
sgl-project/sglang,40620,[CI] Bump sgl-eval to 0.1.2,hnyls2002,2026-09-21T20:00:55Z,main,b18ca9ca443302501b009ecc7b3f065b691f3f13,https://github.com/sgl-project/sglang/pull/40620,
sgl-project/sglang,39175,[Fix] Don't free the multi-CTAs KV counter the decode graphs captured,mmangkad,2026-09-21T19:58:50Z,main,11e661fd450d21dfc75d918b2bbc126cc6a01b50,https://github.com/sgl-project/sglang/pull/39175,
sgl-project/sglang,40345,"Bringing the parallel runtime up becomes a phase, not a side effect",ch-wan,2026-09-21T19:29:50Z,main,bccf691b221835689450ef601e73fd6ee79c2ac3,https://github.com/sgl-project/sglang/pull/40345,
sgl-project/sglang,40618,Fix lint failure from MXFP8 reserved-slot test location,ch-wan,2026-09-21T19:31:12Z,main,44bdf225d85f34a605f66a1d2c6a4eafa33b2f0e,https://github.com/sgl-project/sglang/pull/40618,
sgl-project/sglang,40343,Retire the per-runner parallel record,ch-wan,2026-09-21T19:26:41Z,main,970e946e4fdaa1271a4044fd36850650d315fecf,https://github.com/sgl-project/sglang/pull/40343,
sgl-project/sglang,40344,Take the parallel getters off the package's public surface,ch-wan,2026-09-21T19:27:51Z,main,1d3243d05f614e55eec759390f91a80026df30c2,https://github.com/sgl-project/sglang/pull/40344,
sgl-project/sglang,40342,"Deprecate the parallel getters the context answers, and ratchet them shut",ch-wan,2026-09-21T19:25:33Z,main,73f071db52e87f56f9d44546fc81b7dbc2aaa72e,https://github.com/sgl-project/sglang/pull/40342,
sgl-project/sglang,40341,A runner and the objects it builds freeze the placement they describe,ch-wan,2026-09-21T19:24:18Z,main,65be3fa71a4d35c5166cd1b510e5e9203989455c,https://github.com/sgl-project/sglang/pull/40341,
sgl-project/sglang,40340,"Check the topology identities where the layout is written, and build at the published widths",ch-wan,2026-09-21T19:22:59Z,main,2d0e94e3a36cbf125d52eaf20bfb26117a6e72ca,https://github.com/sgl-project/sglang/pull/40340,
sgl-project/sglang,40602,chore: add NIXL owners and CI access,ishandhanani,2026-09-21T19:21:30Z,main,d5fdab7022bd19b302e207c2d3c67a169bf4d162,https://github.com/sgl-project/sglang/pull/40602,
sgl-project/sglang,40339,"State the draft's whole topology in its scope, and read the rest from the context",ch-wan,2026-09-21T19:19:39Z,main,0db1a93adb098e8651c07d51bb26492b9587ca52,https://github.com/sgl-project/sglang/pull/40339,
sgl-project/sglang,39026,feat: use XGrammar V4.1 DSML parameter constraints,Ubospica,2026-09-21T19:12:29Z,main,ae7a516ba723e3504966d2cfb54fba8e7c9aa710,https://github.com/sgl-project/sglang/pull/39026,
sgl-project/sglang,40610,Update DeepSeek-V4 Pro for B200 FP4 agentic PD disaggregation,faradawn,2026-09-21T19:10:04Z,main,f0940fe3a6d2f2761d04ecc4cdf64349a4a1c022,https://github.com/sgl-project/sglang/pull/40610,
sgl-project/sglang,39986,[AMD] Use Triton softmax routing for Qwen3.5 on gfx950,yichiche,2026-09-21T19:02:30Z,main,90b3f8544ca23452481e6b0267b7b72b6021a7b3,https://github.com/sgl-project/sglang/pull/39986,
sgl-project/sglang,40611,"Revert ""[Diffusion] migrate the whole _register_configs from registry.py to the model own config file""",ping1jing2,2026-09-21T18:05:20Z,main,f702a0be29c598f5b02b4f1a8032a963b1b8f621,https://github.com/sgl-project/sglang/pull/40611,
sgl-project/sglang,37762,[AMD] Fix DeepSeek-R1-MXFP4 accuracy with AITER FP8,bingxche,2026-09-21T17:51:38Z,main,632919e49865429f10af9a4976c219ff4ea53487,https://github.com/sgl-project/sglang/pull/37762,
sgl-project/sglang,40475,[Diffusion] migrate the whole _register_configs from registry.py to the model own config file,ping1jing2,2026-09-21T17:45:55Z,main,e6931ca88991c4b1bd9d633b5e4232e5611e7cc8,https://github.com/sgl-project/sglang/pull/40475,
sgl-project/sglang,40256,Preallocate HiCache MHA staging before post-capture KV sizing,cctry,2026-09-21T17:44:29Z,main,7a6191c4b95f269d6108bbf2412c420f42655594,https://github.com/sgl-project/sglang/pull/40256,
sgl-project/sglang,40278,[HiCache] TMA-staged host<->device KV transfer kernel (sm_90+),cctry,2026-09-21T17:38:24Z,main,7ad55e43865c3555bad01360743f0a8d92c09677,https://github.com/sgl-project/sglang/pull/40278,
sgl-project/sglang,40517,[KDA] Enable ReplaySSM for GLM-5.3 Flash,willhu-jpg,2026-09-21T17:34:08Z,main,0cb37c018c2227c4c41685587b840a3bb06dbc6b,https://github.com/sgl-project/sglang/pull/40517,
sgl-project/sglang,37889,[AMD] Enable GLM DSA prefill top-k to the v2 kernel,EricKing626,2026-09-21T17:31:08Z,main,3c71bb018aa5811eea9c0f8c43736834dea8b2b9,https://github.com/sgl-project/sglang/pull/37889,
sgl-project/sglang,35351,[mxfp8-kv] Skip writes to the reserved CUDA-graph padding slot,sshleifer,2026-09-21T17:21:26Z,main,5a6a1bb88354b4d0ed13c0424cb6e3bc7539c674,https://github.com/sgl-project/sglang/pull/35351,
sgl-project/sglang,40391,[sgl-router] Bound streaming lifetimes and release guards on idle disconnect,sherlockwu,2026-09-21T17:07:08Z,main,008470abd80a3c50c95c16aa41ac97d51586819e,https://github.com/sgl-project/sglang/pull/40391,
sgl-project/sglang,40505,[Test] Split the serving perf tests by topic into `basic_perf/` and route their thresholds through a kit,hnyls2002,2026-09-21T17:05:58Z,main,800613a74bc1febbe0804f3b458468d9bdb32700,https://github.com/sgl-project/sglang/pull/40505,
sgl-project/sglang,39993,[Observability] Expose python/rust frontend identity in `/server_info`,sagearc,2026-09-21T15:32:53Z,main,14e9c40a72aa247ceb07b93b32b1fe353317bcf2,https://github.com/sgl-project/sglang/pull/39993,
sgl-project/sglang,40448,[Feature] Xiaomi MiMo-V2.6/MiMo-V2.6-Pro day0 support,ollybbmonster,2026-09-20T23:13:59Z,main,983e643854f15cf9ef4370a49dfd74b6af54c3e3,https://github.com/sgl-project/sglang/pull/40448,
sgl-project/sglang,40573,"[docs] Qwen-Image-2.1 cookbook: ComfyUI sections, trimmed examples, and the RTX 5090 DiT-resident recipe (1.42x)",mickqian,2026-09-21T13:23:12Z,main,50ec9702d0dc680d114c311a4df83d96a15062a0,https://github.com/sgl-project/sglang/pull/40573,
sgl-project/sglang,40577,[Docs][NPU] Add MiMo-V2.5-Pro FP4 DFlash best practice on Ascend NPU,iridiumine,2026-09-21T12:32:52Z,main,69d1e5cfe06ed544b88aa38dc7a39f2a66cdd558,https://github.com/sgl-project/sglang/pull/40577,
sgl-project/sglang,40575,[NPU] [DOC] Add kimi k3 cookbook for 950PR/DT Series,amote-i,2026-09-21T12:18:04Z,main,b410010087e31b06f675425e0d1c05dc49b6aa8f,https://github.com/sgl-project/sglang/pull/40575,
sgl-project/sglang,40532,[sgl-router] Add SGLang-compatible DeepSeek V4.1 Flash rendering,sherlockwu,2026-09-21T10:35:10Z,main,0f6761b54facebb47f2068f87ecccd8f14da3a0e,https://github.com/sgl-project/sglang/pull/40532,
sgl-project/sglang,36718,[rust-renderer] Standalone preprocessing,sagearc,2026-09-20T14:03:12Z,main,7b1c2ed0a423718492069a56db48bd451b5ec994,https://github.com/sgl-project/sglang/pull/36718,
sgl-project/sglang,40530,[sgl-router] Match DeepSeek V4 rendering to SGLang,sherlockwu,2026-09-21T09:56:42Z,main,0abb251a201c5b7eda37fb2012b8ecc31b0e7cd1,https://github.com/sgl-project/sglang/pull/40530,
sgl-project/sglang,40390,[sgl-router] Add Kimi-K3 rendering with SGLang parity,sherlockwu,2026-09-21T09:38:49Z,main,2016f5e7a12ec7dc80c1e1f633f9ced8dbe419ad,https://github.com/sgl-project/sglang/pull/40390,
sgl-project/sglang,40113,[AMD][DI][CI] Add a SPUR cluster profile to AMD DI CI ,Lzy17,2026-09-21T08:56:47Z,main,b86a30afbae389eec8763f4bcf38f14904d2d00c,https://github.com/sgl-project/sglang/pull/40113,
sgl-project/sglang,40544,[NPU][Diffusion] Disable loading latency checks in Ascend fixtures,hanwlax,2026-09-21T08:56:35Z,main,8faa2d6731812fbcfe3a7f906333f92988882ad3,https://github.com/sgl-project/sglang/pull/40544,
sgl-project/sglang,40537,[sgl-router] Fix reorg admission proxy test build after BucketResolver::new,ShangmingCai,2026-09-21T08:42:30Z,main,630b1ef322c2f995adf7ecafa067b67289d1b9e0,https://github.com/sgl-project/sglang/pull/40537,
sgl-project/sglang,40554,[Fix] Add gigachat35 to the tool-call and reasoning parser name lists,mmangkad,2026-09-21T08:34:43Z,main,8d08dfdab7b7086486677aacf2e63814496a385c,https://github.com/sgl-project/sglang/pull/40554,
sgl-project/sglang,40271,[sgl-router] refactor - generalized admission policy definitions,sherlockwu,2026-09-21T08:26:31Z,main,a9871012acb768dc94a43a6542cc32626c7b7b0b,https://github.com/sgl-project/sglang/pull/40271,
sgl-project/sglang,40549,[NPU][CI] Fix paths-filter negation that makes every PR run the NPU tier,ShangmingCai,2026-09-21T08:07:28Z,main,70b5b03e78612c94f86ac98eb4d2d8d19ceda738,https://github.com/sgl-project/sglang/pull/40549,
sgl-project/sglang,39956,[ci][xpu] Record device time in the multimodal_gen perf lane,arathi-hlab,2026-09-21T07:39:29Z,main,c2f860af1c925770183a1aa7ca6ea70076c13952,https://github.com/sgl-project/sglang/pull/39956,
sgl-project/sglang,29189,[Feature] Gigachat 3.5 support,GungnirAP,2026-09-21T06:37:56Z,main,b63f8416b3b73bafdec029005c5db36bad207b44,https://github.com/sgl-project/sglang/pull/29189,
sgl-project/sglang,28652,disaggregation: Fix FakeKVSender queue accumulation,kpjeeja,2026-09-21T06:27:06Z,main,b54d5b7c7b9792dd43fd5086b73f96ffc87cda72,https://github.com/sgl-project/sglang/pull/28652,
sgl-project/sglang,38786,[Fix] Preserve YaRN scaling when extending rotary caches,skyler-apdx,2026-09-21T06:14:06Z,main,f5f3c38aad65d70e5ee07bb1b5dce7bb4c6d2d49,https://github.com/sgl-project/sglang/pull/38786,
sgl-project/sglang,32792,[XPU]Enable HiSparse hierarchical sparse KV cache on Intel XPU,Amrutha-M05,2026-09-21T06:07:50Z,main,d20cd9d77fbd09628e8b9cc4fe2e10199aa7bde4,https://github.com/sgl-project/sglang/pull/32792,
sgl-project/sglang,40366,[sgl-router] refactor - cache-aware policy,sherlockwu,2026-09-21T05:53:57Z,main,fcb080bd4007d88c76fd901a07248066b460684a,https://github.com/sgl-project/sglang/pull/40366,
sgl-project/sglang,40526,Clean up startup logging and streamline log audits,merrymercy,2026-09-21T05:28:35Z,main,11ecdbf39ff90308b67f057b9ab4c2402425afa6,https://github.com/sgl-project/sglang/pull/40526,
sgl-project/sglang,39955,[ci][xpu] Re-seed the wan2_1_t2v_1.3b perf baseline on Arc Pro B60,arathi-hlab,2026-09-21T05:04:35Z,main,292e3ccc0c5d96d4769f5ccf406809599749bf8c,https://github.com/sgl-project/sglang/pull/39955,
sgl-project/sglang,33649,Update to the cookbook for XPU-supported models,nzr-niu,2026-09-21T03:26:09Z,main,1da8ac10e17baa394c44dafa173382f9ab03d8e9,https://github.com/sgl-project/sglang/pull/33649,
sgl-project/sglang,38779,Fix: post-load staging regression breaks offload meta/sharded_gpu modes,Hide-on-bushsh,2026-09-21T03:19:08Z,main,62ba9648482e1b0a253187c8dc6ac5d23bbbd403,https://github.com/sgl-project/sglang/pull/38779,
sgl-project/sglang,38932,"fix(modelopt): dispatch NVFP4 MoE on the cached backend, not the live global",divyvasal,2026-09-20T23:28:54Z,main,42875bcd2a7f2d9685eb3dd98fd787b54e3787d1,https://github.com/sgl-project/sglang/pull/38932,
sgl-project/sglang,40201,"[Perf] Fork-safe import: no CUDA context at import time, lighter argument parsing",xenshinu,2026-09-21T02:48:35Z,main,ab03a8e7eb82d35907bfbeb645bf0af8b4ce290e,https://github.com/sgl-project/sglang/pull/40201,
sgl-project/sglang,36187,[npu]add chunk gdn kernel and unify ssm state layout for ascend gdn backend,zhaozx-cn,2026-09-21T01:51:19Z,main,176dbcb85d3b7737564e4911947035cc0af65f0a,https://github.com/sgl-project/sglang/pull/36187,
sgl-project/sglang,40487,[Diffusion] Add verified DGX Spark recipe for Qwen-Image 2.1,mickqian,2026-09-21T00:49:36Z,main,6ad78f2281674daff6e39f9f9df2952834c0f036,https://github.com/sgl-project/sglang/pull/40487,
sgl-project/sglang,40472,[diffusion] keep Qwen-Image 2.1 prefix KV per layer under Cache-DiT,niehen6174,2026-09-21T00:48:32Z,main,b912db67ea51c19874476d88477fe35afa248265,https://github.com/sgl-project/sglang/pull/40472,
sgl-project/sglang,39206,[Diffusion] Guard E2E/loading latency with runner-aware baselines,mickqian,2026-09-21T00:43:23Z,main,501b7851e49ca30f2fee8aed6f7beaabdd1a768f,https://github.com/sgl-project/sglang/pull/39206,
sgl-project/sglang,40481,[Diffusion] Reduce Qwen-Image 2.1 VAE and graph warmup memory,mickqian,2026-09-21T00:42:03Z,main,3a0324fb9bba280af291c3e27ea5d54b96987315,https://github.com/sgl-project/sglang/pull/40481,
sgl-project/sglang,40502,"[Fix] Raise on undelivered embeddings in `send_with_url`, fix broken tests",hnyls2002,2026-09-21T00:35:27Z,main,76a9065befb4086a7e56abd58ba3b3b7249f9ffa,https://github.com/sgl-project/sglang/pull/40502,
sgl-project/sglang,40379,[sgl-router] refactor - session-aware policy,sherlockwu,2026-09-21T00:22:37Z,main,40277405694e33efeb06f72ae763b1bf73bd7773,https://github.com/sgl-project/sglang/pull/40379,
sgl-project/sglang,39777,Use pinned memory for asynchronous sampling metadata transfers,zRzRzRzRzRzRzR,2026-09-20T22:31:31Z,main,f31a7bd45c6ab86796aa012ebfd2378bc42e1a59,https://github.com/sgl-project/sglang/pull/39777,
sgl-project/sglang,39695,[GLM-5.3-Flash] Reduce KPool planning synchronization and overlap indexer preparation,zRzRzRzRzRzRzR,2026-09-20T06:51:18Z,main,9f21fbc34b13f915b09a04268313459554fafee2,https://github.com/sgl-project/sglang/pull/39695,
sgl-project/sglang,39688,Fuse GLM-5.3-Flash KDA projections and prefill metadata,zRzRzRzRzRzRzR,2026-09-20T06:46:34Z,main,c8eb54c41da1d6b452e77469fda548547dd21b14,https://github.com/sgl-project/sglang/pull/39688,
sgl-project/sglang,40241,"[sgl-router] refactor - layout BucketResolver, Bucket, EngineGroup and implement PowerOfTwo",sherlockwu,2026-09-20T23:57:08Z,main,aedda8377e4521ec402192b3f3aaa9534175b544,https://github.com/sgl-project/sglang/pull/40241,
sgl-project/sglang,40272,[sgl-router] refactor - move policy-required states under src/state,sherlockwu,2026-09-20T23:49:24Z,main,4a9dc5c4af9631b658c6f9d61129f5d2ac32e500,https://github.com/sgl-project/sglang/pull/40272,
sgl-project/sglang,40496,[CI] Give the kernel lane a 5090 suite and move kernel-only tests off the general lane,hnyls2002,2026-09-20T23:46:53Z,main,acd20a516ed2a3274ef574f9506939360de2ba22,https://github.com/sgl-project/sglang/pull/40496,
sgl-project/sglang,39200,[Perf] Fuse the glm5_next mHC attn->MLP boundary,mmangkad,2026-09-20T23:20:37Z,main,2fa6b94e3440d28dab7460246f0b34426a4e4b80,https://github.com/sgl-project/sglang/pull/39200,
sgl-project/sglang,40495,[CI] Drive per-commit stage jobs from a runner table instead of copied job blocks,hnyls2002,2026-09-20T22:43:47Z,main,2e2d8a2fda5c3bb9a8f62601679bfc2b18ec67d6,https://github.com/sgl-project/sglang/pull/40495,
sgl-project/sglang,40163,Fix TopK v2 fallback when 16-block cluster capacity is zero,luoroger37,2026-09-20T22:41:41Z,main,d97aed2c908df22a68bc9b787395f1836970eee3,https://github.com/sgl-project/sglang/pull/40163,
sgl-project/sglang,40217,[DeepSeek-V4.1] Bound dense prefill indexer memory,harmya,2026-09-20T21:43:20Z,main,95521da18df4780e9c63f5e2ddd284ecd9ca9b1c,https://github.com/sgl-project/sglang/pull/40217,G5
sgl-project/sglang,38805,[Kimi-K3] O(1) expert weight lookup in load_weights,xiaguan,2026-09-20T21:39:46Z,main,c2c3629f2dc0d4fa9386e90ea1a63e6ed5d50580,https://github.com/sgl-project/sglang/pull/38805,
sgl-project/sglang,40288,"[Test] Drop cause-less disabled tests, fix XPU lane, demote quality gates off base-c",hnyls2002,2026-09-20T21:36:03Z,main,f6483e479fc7de2ee67230f6004722966bfe71bf,https://github.com/sgl-project/sglang/pull/40288,
sgl-project/sglang,35452,[Fix] Preserve model runner contracts in prefill CUDA graphs,aurickq,2026-09-20T20:53:14Z,main,d229952e25b4df459e7d9bf74336717e3883e906,https://github.com/sgl-project/sglang/pull/35452,
sgl-project/sglang,40483,Add CODEOWNERS entry for sglang-renderer,ShangmingCai,2026-09-20T17:37:51Z,main,745de73ba3c136b6f99b7a3e2177ed1a8eef4a56,https://github.com/sgl-project/sglang/pull/40483,
sgl-project/sglang,40376,[PD] Bound cached-prefix DCP transfers by pack capacity,kpham-sgl,2026-09-20T17:17:16Z,main,b3e4d198af5e74e5070e541475fd767302342be9,https://github.com/sgl-project/sglang/pull/40376,
sgl-project/sglang,40440,[Simulator] Fix meta host memory budgets on constrained runners,alphabetc1,2026-09-20T16:42:56Z,main,80da4432d085ed4d6166ef643d9fd2b829dbb0c5,https://github.com/sgl-project/sglang/pull/40440,
sgl-project/sglang,40474,[CI] update CI permissions,niehen6174,2026-09-20T16:07:38Z,main,3dbdd700e2e99460cb5aa3e1da1b7567b96ef7d7,https://github.com/sgl-project/sglang/pull/40474,
sgl-project/sglang,39928,[Qwen4-Exp] Build the offloaded PLE table on the meta device so --ple-offload-embedding never materialises it on the accelerator,Jiminator,2026-09-20T15:28:25Z,main,e97614d10c8e2c90a72387276086dc33f21bba67,https://github.com/sgl-project/sglang/pull/39928,
sgl-project/sglang,40392,Update test cases and performance testing framework,YZY00Raiser,2026-09-20T14:42:01Z,main,5f017ffabb6ab8d214f6a4616ee8bd98a376034a,https://github.com/sgl-project/sglang/pull/40392,
sgl-project/sglang,38339,[NPU] add coverage-based precision test selection pipeline,chenyang08056032,2026-09-20T14:40:55Z,main,404dee10c040daa6e58d75dba98ae020d5f4acdd,https://github.com/sgl-project/sglang/pull/38339,
sgl-project/sglang,40469,[Test] Fix optimistic prefill disaggregation test after mamba radix cache removal,mmangkad,2026-09-20T14:39:34Z,main,8923f4d779b54ff8e0103ea80179311c6a3c3cb3,https://github.com/sgl-project/sglang/pull/40469,
sgl-project/sglang,39705,[Diffusion] Enable shared RMSNorm dispatch for SenseNova-U1,syd520zy,2026-09-20T14:08:03Z,main,791c7850d0960fd768102f71e7d999b036bb75ba,https://github.com/sgl-project/sglang/pull/39705,
sgl-project/sglang,40184,Enable optimistic prefill for Mamba radix-cache models,dmtri35,2026-09-20T02:28:12Z,main,d82d653f96830832096d51c43baffaaeb13819a8,https://github.com/sgl-project/sglang/pull/40184,
sgl-project/sglang,40455,[docs] Simplify Qwen-Image 2.1 cookbook,mickqian,2026-09-20T12:39:27Z,main,6880a4795533640f41ebb3db9e4ae0af5a371a1f,https://github.com/sgl-project/sglang/pull/40455,
sgl-project/sglang,39867,[sgl-router] refactor - config and organize CLI options,sherlockwu,2026-09-20T11:40:05Z,main,c610c403990255e6ffe41d7314f6fb748a53085f,https://github.com/sgl-project/sglang/pull/39867,
sgl-project/sglang,40418,[Simulator][Compatibility] Adapt to latest KV cache pool interfaces,littlefatfat,2026-09-20T10:00:07Z,main,efa7be2091282e96318f0d9d22d9f78dde099848,https://github.com/sgl-project/sglang/pull/40418,
sgl-project/sglang,40294,[CI] Derive registered-test kind from the registry call instead of the path,hnyls2002,2026-09-20T09:01:23Z,main,0024efa0de38794ee309ba10ab00ebb891a3d050,https://github.com/sgl-project/sglang/pull/40294,
sgl-project/sglang,39861,[sgl-router] refactor - main startup logic,sherlockwu,2026-09-20T08:55:35Z,main,671630abf1b783cafcfc9277f7afdc3f56abc338,https://github.com/sgl-project/sglang/pull/39861,
sgl-project/sglang,40116,[Diffusion][MiniMax-H3] Add SM120 Sage compute for SubBlock sparse attention,IPostYellow,2026-09-20T08:40:29Z,main,2a0cb2f04edbd85778f1fb8c26272c7f668d9c34,https://github.com/sgl-project/sglang/pull/40116,
sgl-project/sglang,37870,[HiCache] Fix sparse hybrid transfer layer IDs,alphabetc1,2026-09-20T08:24:25Z,main,9f3d2759407f2e3b9c097b41f90ddac3a499beb5,https://github.com/sgl-project/sglang/pull/37870,
