repo,id,event_at_utc,month_asia_shanghai,title,author,branch_or_target,merge_or_commit_sha,url,previous_url_or_sha_match
NVIDIA-NeMo/RL,3702,2026-08-21T08:42:18Z,2026-08,fix(nemo-gym): honour pad_dynamic_image_shapes on the dedup prompt path,DanialTaheri,main,85730800d88a8b8ad50ed1038bae27300cef3e15,https://github.com/NVIDIA-NeMo/RL/pull/3702,false
NVIDIA-NeMo/RL,3645,2026-08-21T08:00:51Z,2026-08,docs: nest model guides under their family hubs in the nav tree,sharonyu-115,main,5d97cd9d0b81b23cd9a5cb9bfe38db2fd9c7d8c0,https://github.com/NVIDIA-NeMo/RL/pull/3645,false
NVIDIA-NeMo/RL,3648,2026-08-21T05:05:01Z,2026-08,feat(video): add Gym support for sync and async GRPO - v2,ehosseiniasl,main,7571a7d5ad9dfecbe06ee36eebf9122c4d46a0f2,https://github.com/NVIDIA-NeMo/RL/pull/3648,false
NVIDIA-NeMo/RL,3740,2026-08-21T04:01:39Z,2026-08,fix(vlm): dispatch async GRPO from VLM entrypoint,youngeunkwon0405,main,14ce4864e8f3134aa8a63973e84528a16d9b2b8c,https://github.com/NVIDIA-NeMo/RL/pull/3740,false
NVIDIA-NeMo/RL,3643,2026-08-14T14:53:39Z,2026-08,Update Muse glimmer,yuekaizhang,muse-glimmer-support,3268824ae5b0923c1bb993dea5fb5c8a3575dcd9,https://github.com/NVIDIA-NeMo/RL/pull/3643,false
NVIDIA-NeMo/RL,3383,2026-08-12T17:47:44Z,2026-08,feat: add nano-v3.5 dapo recipe using automodel backend,yuekaizhang,main,bd8607d9a60c907c615f8d89f511646a27bdc4bd,https://github.com/NVIDIA-NeMo/RL/pull/3383,false
NVIDIA-NeMo/RL,2823,2026-07-02T05:24:38Z,2026-07,feat: video + audio understanding GRPO training recipe ,yuekaizhang,main,0bcbf515bf62a6292ef210fcf1b4482fefa53acc,https://github.com/NVIDIA-NeMo/RL/pull/2823,false
NVIDIA-NeMo/RL,3637,2026-08-14T15:05:58Z,2026-08,docs: copy nemotron model guides into guides/ with deprecation notice,yuekaizhang,main,b24306f595f90c54d41d65731115526abfc6625e,https://github.com/NVIDIA-NeMo/RL/pull/3637,false
NVIDIA-NeMo/RL,3564,2026-08-20T21:27:49Z,2026-08,perf(xtoken): project only the top-k teacher columns in P-KL,tianyi-zhang-02,main,ced083a9640fe932117c17afe31a67014cfd962a,https://github.com/NVIDIA-NeMo/RL/pull/3564,false
NVIDIA-NeMo/RL,3410,2026-08-20T15:07:20Z,2026-08,feat(ppo): support async ppo,bg51717,main,ea147e38db68153f588643be2b4a5cd7b48bfb4e,https://github.com/NVIDIA-NeMo/RL/pull/3410,true
NVIDIA-NeMo/RL,3378,2026-07-31T23:17:55Z,2026-08,feat(sc): support router replay with TQ,zyzhou5,main,1afc767cd6c003ec58f9c2dfdfba448ade161f41,https://github.com/NVIDIA-NeMo/RL/pull/3378,true
NVIDIA-NeMo/RL,3477,2026-08-19T20:40:25Z,2026-08,feat(refit): support BF16 to MXFP8 NCCL reshard,seonjinn,main,36b5999a725a864e61a074a2f96fcdfe4bad44b3,https://github.com/NVIDIA-NeMo/RL/pull/3477,false
NVIDIA-NeMo/RL,3688,2026-08-19T17:43:55Z,2026-08,docs: add recent news updates to README,snowmanwwg,main,4de3f98972a51271b3aafbcaf3f3b3fd2492f386,https://github.com/NVIDIA-NeMo/RL/pull/3688,false
NVIDIA-NeMo/RL,3665,2026-08-19T17:38:05Z,2026-08,feat(sc): tolerate and replace dropped rollouts in the SingleController,saumishr,main,fbe2c445628df729ace89d2a5d7154de719a59f9,https://github.com/NVIDIA-NeMo/RL/pull/3665,true
NVIDIA-NeMo/RL,3717,2026-08-19T15:52:28Z,2026-08,fix: fix missing tokenizer in unit test,yuki-97,main,97f391ebff3aea100ed492f993a47af221f5f121,https://github.com/NVIDIA-NeMo/RL/pull/3717,false
NVIDIA-NeMo/RL,3391,2026-08-19T07:15:33Z,2026-08,feat(dynamo): add managed Slurm generation with W&B telemetry,jthomson04,main,85e02cca39968ec5997cc0833bef419895f566f7,https://github.com/NVIDIA-NeMo/RL/pull/3391,false
NVIDIA-NeMo/RL,3708,2026-08-19T06:25:20Z,2026-08,fix: add back missing logging file,hchings,opt/dev-rubin,130e190043a8eba1f763ac204abd518a784274d3,https://github.com/NVIDIA-NeMo/RL/pull/3708,false
NVIDIA-NeMo/RL,3668,2026-08-19T05:04:21Z,2026-08,fix(gym): hold the tokenizer in NemoGym instead of passing it per rollout,saumishr,main,5197ed7fc3dc71474235faa0a4634712cb6c1936,https://github.com/NVIDIA-NeMo/RL/pull/3668,false
NVIDIA-NeMo/RL,3710,2026-08-19T03:06:11Z,2026-08,cp: Merge main to super-v3.5-posttraining - 2026-08-18,yfw,super-v3.5-posttraining,f1b9b7d7cdd0ec7d67da84cc4c8d0f2f828916ea,https://github.com/NVIDIA-NeMo/RL/pull/3710,false
NVIDIA-NeMo/RL,3660,2026-08-18T23:48:16Z,2026-08,"fix(sc): reduce and finalize gradients once per step, not per chunk",saumishr,main,f8ed2952713739f89f631f69f8981e17790a4821,https://github.com/NVIDIA-NeMo/RL/pull/3660,false
NVIDIA-NeMo/RL,3582,2026-08-18T22:37:13Z,2026-08,feat(sc): add ready-first staleness sampler,haitian-nvidia,main,fe8a7fa037368a5d8a0e98425bb99a13df8079e5,https://github.com/NVIDIA-NeMo/RL/pull/3582,true
NVIDIA-NeMo/RL,3631,2026-08-18T21:42:08Z,2026-08,feat(vlm): carry a media-token validity mask through sequence packing,DanialTaheri,main,93bfc063442dda4ec7124701d102332b206d0d67,https://github.com/NVIDIA-NeMo/RL/pull/3631,false
NVIDIA-NeMo/RL,3590,2026-08-18T18:36:34Z,2026-08,feat(sc): track generation fleet health and route NeMo-Gym through NeMo-RL,terrykong,main,f9a2b30c0612f2cf3ca6f4aef7823371231e7119,https://github.com/NVIDIA-NeMo/RL/pull/3590,true
NVIDIA-NeMo/RL,3628,2026-08-18T16:19:49Z,2026-08,feat(megatron): support fractional optimizer CPU offload,seonjinn,main,7fa6e55192530ff1346d670ce74f9c70cab8f75b,https://github.com/NVIDIA-NeMo/RL/pull/3628,false
NVIDIA-NeMo/RL,3490,2026-08-18T05:48:58Z,2026-08,feat: colocated Megatron reshard,tdene,main,3d873ebc29b766d51802c69c75c092c78a59d6f6,https://github.com/NVIDIA-NeMo/RL/pull/3490,false
NVIDIA-NeMo/RL,3658,2026-08-18T03:52:55Z,2026-08,ci: Bump Megatron-Bridge to 8c46dc42,yfw,main,04a687d7290ae212ccbc457830fadea24402cd14,https://github.com/NVIDIA-NeMo/RL/pull/3658,false
NVIDIA-NeMo/RL,3656,2026-08-18T01:19:39Z,2026-08,docs: document token_level_loss in the GRPO guide,terrykong,main,42f4491611c1d55cffa8143befd863d61f4ac360,https://github.com/NVIDIA-NeMo/RL/pull/3656,false
NVIDIA-NeMo/RL,3657,2026-08-17T23:52:38Z,2026-08,ci(tests): add nightly_mlm test suite,kajalj22,main,e181c9f8f8dcae4df3f45b27f26a1f64e5878f68,https://github.com/NVIDIA-NeMo/RL/pull/3657,false
NVIDIA-NeMo/RL,3680,2026-08-17T19:07:25Z,2026-08,cp: Merge main to super-v3.5-posttraining - 2026-08-15,yfw,super-v3.5-posttraining,ca334db9c4096ee2683649d7d3bb241ca6a4fb8a,https://github.com/NVIDIA-NeMo/RL/pull/3680,false
NVIDIA-NeMo/RL,3430,2026-08-17T17:19:22Z,2026-08,feat(mopd): add Super Omni multimodal distillation,nvilia,main,4a1454bf430624786251d14ba0197169c8e68a5c,https://github.com/NVIDIA-NeMo/RL/pull/3430,false
NVIDIA-NeMo/RL,3679,2026-08-17T12:29:28Z,2026-08,chore: gitignore unit test result artifacts,VishnuR23,main,36066ad69fd24af03563c65397ba4e89be7ebc6c,https://github.com/NVIDIA-NeMo/RL/pull/3679,false
NVIDIA-NeMo/RL,3609,2026-08-17T13:12:22Z,2026-08,fix: ensure base configs don't use nvshmem refit,tdene,main,4d7e0e1f5c6b6755a5e65e5a4b1153ed1df01381,https://github.com/NVIDIA-NeMo/RL/pull/3609,false
NVIDIA-NeMo/RL,3602,2026-08-17T07:08:08Z,2026-08,fix: Add torch-memory-saver to the mcore extra deps,tdene,main,f9b50727852a6611f77b34603b46ce74dc29cf67,https://github.com/NVIDIA-NeMo/RL/pull/3602,false
NVIDIA-NeMo/RL,3611,2026-08-17T06:48:14Z,2026-08,fix: remove the mcore async_engine flag,tdene,main,306c9de9863d938a477d34a6ceab021718183331,https://github.com/NVIDIA-NeMo/RL/pull/3611,false
NVIDIA-NeMo/RL,2279,2026-08-17T06:02:38Z,2026-08,perf: support fine-grained activation offloading,seonjinn,main,ab287f52f607847b4c371f10880e95ac119abb1a,https://github.com/NVIDIA-NeMo/RL/pull/2279,true
NVIDIA-NeMo/RL,3483,2026-08-15T05:26:11Z,2026-08,feat(megatron): expose training CUDA Graph config,seonjinn,main,c1385707b17a2c38bf5af450320c93435124c257,https://github.com/NVIDIA-NeMo/RL/pull/3483,true
NVIDIA-NeMo/RL,3640,2026-08-15T02:05:37Z,2026-08,ci: AUT-1111 support arbitrary Megatron-LM commits,chtruong814,main,3355a9c12dfe04b0d2242cd11fd9202b02baa4d5,https://github.com/NVIDIA-NeMo/RL/pull/3640,false
NVIDIA-NeMo/RL,3625,2026-08-14T17:57:25Z,2026-08,build: replace fastokens-b10 with fastokens,guyueh1,super-v3.5-posttraining,a16315cbebd885ba7b0b30c99f6149701e0d8221,https://github.com/NVIDIA-NeMo/RL/pull/3625,false
NVIDIA-NeMo/RL,3589,2026-08-14T16:31:51Z,2026-08,feat(sc): contain rollout failures in the SingleController path,terrykong,main,e98357616c0bb8fb13140841e225583b5cc36b0e,https://github.com/NVIDIA-NeMo/RL/pull/3589,true
NVIDIA-NeMo/RL,3607,2026-08-14T13:13:20Z,2026-08,fix: skip the HF refit-info handshake for MInf,tdene,main,2e04714453b87bc74263e4a07cdc5e5154e3fb70,https://github.com/NVIDIA-NeMo/RL/pull/3607,false
NVIDIA-NeMo/RL,3605,2026-08-14T12:44:30Z,2026-08,fix: model save directly after validation,tdene,main,54dc1f015ea89ac98bc98ee19dc5958a1cef7812,https://github.com/NVIDIA-NeMo/RL/pull/3605,false
NVIDIA-NeMo/RL,3619,2026-08-14T09:23:39Z,2026-08,fix: gate MTP layers from the nccl-reshard bulk refit path,youngeunkwon0405,main,282fe40c5f47bc8b0482247a1bc93195c7c9964c,https://github.com/NVIDIA-NeMo/RL/pull/3619,false
NVIDIA-NeMo/RL,3494,2026-08-14T07:15:52Z,2026-08,feat(vlm): Nemotron Super Omni GRPO with MTP under context parallelism,DanialTaheri,main,f38b5a5b6cd25e03bc758512a144ac25c977d625,https://github.com/NVIDIA-NeMo/RL/pull/3494,true
NVIDIA-NeMo/RL,3618,2026-08-14T04:19:13Z,2026-08,fix: make nccl_reshard_refit_info wire-safe for the generation-worker.,youngeunkwon0405,main,679af42df2c1c5616269202996e09777759225b2,https://github.com/NVIDIA-NeMo/RL/pull/3618,false
NVIDIA-NeMo/RL,3621,2026-08-13T23:27:51Z,2026-08,ci: AUT-1501 bump SSO preflight to v1.8.10,svcnemo-autobot,main,5397987fa87b85e612fd1cdde714cb67dbe78013,https://github.com/NVIDIA-NeMo/RL/pull/3621,false
NVIDIA-NeMo/RL,3370,2026-08-13T22:04:14Z,2026-08,feat(nemo-gym): report an actor's config entries and isolate shard logs,ananthsub,ansubramania/gym-shards/schema,f949b2f8b0867b419fa2b0a73b6eaf08aa3f238b,https://github.com/NVIDIA-NeMo/RL/pull/3370,false
NVIDIA-NeMo/RL,3429,2026-08-13T10:04:08Z,2026-08,feat(sc): add checkpoint save/restore to SingleController,haitian-nvidia,main,7cba25ac3d876f727efbf06bfa9719fd3aa8def5,https://github.com/NVIDIA-NeMo/RL/pull/3429,true
NVIDIA-NeMo/RL,3587,2026-08-12T19:21:32Z,2026-08,perf(external-vllm): remove startup preflights,yfw,main,2c5ee18f432b5341bfe17faf6690b35453727847,https://github.com/NVIDIA-NeMo/RL/pull/3587,false
NVIDIA-NeMo/RL,3133,2026-08-12T19:05:21Z,2026-08,docs: add review-pr-team contributor skill for multi-agent PR review,terrykong,main,54689fd2e0de61111f3af244025ea5d145e00272,https://github.com/NVIDIA-NeMo/RL/pull/3133,false
NVIDIA-NeMo/RL,3575,2026-08-12T18:58:43Z,2026-08,chore: [super-3.5] use custom vllm and flashinfer ,guyueh1,super-v3.5-posttraining,5f0d71a71dd03b7f2c2e9e8dc329dbf733c73f27,https://github.com/NVIDIA-NeMo/RL/pull/3575,false
NVIDIA-NeMo/RL,3603,2026-08-12T14:31:04Z,2026-08,fix(agent): harden L2 prep and preserve the L2 suite carry on sync,shanmugamr1992,nemorl-testing-agent,050706ee9e8714337cdb5f7407d6a2261cbbb969,https://github.com/NVIDIA-NeMo/RL/pull/3603,false
NVIDIA-NeMo/RL,3263,2026-08-12T03:24:42Z,2026-08,feat(sc): abort stale in-flight rollouts early in non Gym path,RayenTian,main,af451b1a11eb9755bab027e9e82890562a505046,https://github.com/NVIDIA-NeMo/RL/pull/3263,false
NVIDIA-NeMo/RL,3568,2026-08-11T23:19:23Z,2026-08,ci: bump Megatron-Bridge to 0c565c9a0,tdene,main,46ab18ce1ba6242413dc918319f0304e8942f8d1,https://github.com/NVIDIA-NeMo/RL/pull/3568,false
NVIDIA-NeMo/RL,3478,2026-08-11T19:35:26Z,2026-08,perf(vllm): batch MXFP8 MoE refit shuffles,seonjinn,main,d5fb8d044031420e9170aae66ee0c3166b798381,https://github.com/NVIDIA-NeMo/RL/pull/3478,true
NVIDIA-NeMo/RL,3535,2026-08-11T16:56:04Z,2026-08,feat(megatron): support model config overrides,CarlosGomes98,main,e45e29da7266a7a219d2a0bc4adb0a1f78456985,https://github.com/NVIDIA-NeMo/RL/pull/3535,false
NVIDIA-NeMo/RL,3527,2026-08-11T16:18:10Z,2026-08,feat(grpo): deduplicate multimodal payloads,aroshanghias-nvd,main,96b32710b6bb72140ff746f4a49de34e7ce25083,https://github.com/NVIDIA-NeMo/RL/pull/3527,false
NVIDIA-NeMo/RL,3012,2026-08-11T16:13:18Z,2026-08,feat: Simulated KV cache QARL,mxinO,main,d88504527b99eeac60e075d293b54d4e4e9959f2,https://github.com/NVIDIA-NeMo/RL/pull/3012,false
NVIDIA-NeMo/RL,3537,2026-08-11T06:59:48Z,2026-08,"fix(trtllm): Align HTTP server sampling params, use generate_async",shuyixiong,main,737c4d2cd629d19e5c576b67ef2a6105b6b1bbb3,https://github.com/NVIDIA-NeMo/RL/pull/3537,false
NVIDIA-NeMo/RL,3222,2026-08-11T05:25:55Z,2026-08,feat: upstream wandb script,youngeunkwon0405,main,929baa187119b81ebf6cfc7a0d304de7b6ba8d4b,https://github.com/NVIDIA-NeMo/RL/pull/3222,false
NVIDIA-NeMo/RL,3427,2026-08-11T04:52:43Z,2026-08,feat: add single controller doc and gb200 nightly tests,yuki-97,main,309d7f04461a06b63c4d53c404b17c378d7c626c,https://github.com/NVIDIA-NeMo/RL/pull/3427,false
NVIDIA-NeMo/RL,3541,2026-08-11T03:30:04Z,2026-08,feat(gym): bump Gym and add Omni venv prefetch,yfw,main,728c7fadb50e2f41e40195f4071b7b4d3740e4b4,https://github.com/NVIDIA-NeMo/RL/pull/3541,false
NVIDIA-NeMo/RL,3549,2026-08-11T00:58:21Z,2026-08,feat: Add recipes,yfw,main,0ded4a9f510f55efb154d8005519d2b7e4ed463e,https://github.com/NVIDIA-NeMo/RL/pull/3549,false
NVIDIA-NeMo/RL,2368,2026-08-11T00:25:06Z,2026-08,fix(async-grpo): fail fast on generation worker errors,jthomson04,main,18b38b57d58e646847d3402e3b64f6703aa8a8d6,https://github.com/NVIDIA-NeMo/RL/pull/2368,false
NVIDIA-NeMo/RL,3529,2026-08-11T00:11:34Z,2026-08,feat(ultra): serve GenRM and NL2Bash as external vLLM pools,macandro96,main,5014ab3482227c8b8bca01dafa1be088783b0551,https://github.com/NVIDIA-NeMo/RL/pull/3529,true
NVIDIA-NeMo/RL,3572,2026-08-10T18:43:23Z,2026-08,cp: Merge main to super-v3.5-posttraining - 2026-08-10,yfw,super-v3.5-posttraining,e551057a9ea07575f725cb04f7f80220b8e5ad05,https://github.com/NVIDIA-NeMo/RL/pull/3572,false
NVIDIA-NeMo/RL,3390,2026-08-10T15:07:40Z,2026-08,perf(vllm): return token metadata with chat completions,jthomson04,main,037fb36bdad40f6336edcdfd39f7c5150b152324,https://github.com/NVIDIA-NeMo/RL/pull/3390,false
NVIDIA-NeMo/RL,3499,2026-08-07T23:10:16Z,2026-08,feat(sc): overlap NeMo-Gym spinup with deferred vLLM load,yuki-97,main,0e687e6d07623d780a4174310e92382ce738a8a2,https://github.com/NVIDIA-NeMo/RL/pull/3499,true
NVIDIA-NeMo/RL,3423,2026-08-07T20:55:46Z,2026-08,chore: bump TQ to v0.19,macandro96,main,8a65e64664b94ca23f0249752b7f1bb642722881,https://github.com/NVIDIA-NeMo/RL/pull/3423,false
NVIDIA-NeMo/RL,3414,2026-08-07T03:51:08Z,2026-08,feat: Multimodal nemo gym compatible grpo pipeline,rohitrango,main,154aebad23f8c2678cba8926ea978eadbaebf004,https://github.com/NVIDIA-NeMo/RL/pull/3414,false
NVIDIA-NeMo/RL,2902,2026-08-07T09:12:20Z,2026-08,fix: Reconcile #2315 and #2612,tdene,main,e496258b0285d42d5d9af30671e81722bca916dc,https://github.com/NVIDIA-NeMo/RL/pull/2902,false
NVIDIA-NeMo/RL,3524,2026-08-06T20:12:55Z,2026-08,fix(agent): make the functional-test report say what it actually tested,shanmugamr1992,nemorl-testing-agent,7c32c52974203b9f6920dd0a8df018176e2c85f7,https://github.com/NVIDIA-NeMo/RL/pull/3524,false
NVIDIA-NeMo/RL,3401,2026-08-06T19:24:40Z,2026-08,feat(grpo): validation-only sampling params and grouped pass@k validation,michal2409,main,daf46ff37a64832d8c5637bdfbb0bc3252b47052,https://github.com/NVIDIA-NeMo/RL/pull/3401,false
NVIDIA-NeMo/RL,3522,2026-08-06T15:34:13Z,2026-08,docs: fold nemo-rl-testing-agent sweep learnings back into the skills,shanmugamr1992,nemorl-testing-agent,298dbdd72b75619f498a82efa9f592752642555c,https://github.com/NVIDIA-NeMo/RL/pull/3522,false
NVIDIA-NeMo/RL,3262,2026-08-06T11:09:15Z,2026-08,feat(ppo): support non-colocated generation,bg51717,main,d4c0d4d755e160b093288bc7b4ea630c19b0c8a1,https://github.com/NVIDIA-NeMo/RL/pull/3262,true
NVIDIA-NeMo/RL,3386,2026-08-06T04:42:05Z,2026-08,feat(slurm): support external vLLM services in one allocation,yfw,main,ae07eafe8035b5b2e84efa7234e70e7fd7e493c1,https://github.com/NVIDIA-NeMo/RL/pull/3386,false
NVIDIA-NeMo/RL,3485,2026-08-06T01:06:22Z,2026-08,fix(nemo-gym): refresh final-token route across turns,zpqiu,main,10e8b4cc002c58d52f5200cfb75a0b01f508a0ac,https://github.com/NVIDIA-NeMo/RL/pull/3485,false
NVIDIA-NeMo/RL,3397,2026-08-05T22:43:37Z,2026-08,perf(megatron): skip redundant weight load,tdene,main,80a84eb99d31c73aa659973ba06814a2d73ef8ce,https://github.com/NVIDIA-NeMo/RL/pull/3397,false
NVIDIA-NeMo/RL,3475,2026-08-04T17:40:30Z,2026-08,chore(ci): AUT-1298 bump community workflow to v1.8.7,svcnemo-autobot,main,c830bfce52632ddbe1636b6e822d9412b9082acd,https://github.com/NVIDIA-NeMo/RL/pull/3475,false
NVIDIA-NeMo/RL,3460,2026-08-02T10:54:55Z,2026-08,chore(ci): AUT-1231 bump preflight workflow template,svcnemo-autobot,main,55296257c96d49cd95c7d77613cb0f36bd4a4dc7,https://github.com/NVIDIA-NeMo/RL/pull/3460,false
NVIDIA-NeMo/RL,3484,2026-08-04T17:57:25Z,2026-08,perf(logprob): skip the softmax materialization on the inference path,tianyi-zhang-02,main,849e2d91e188f499daf1e608a20266a3ee05ad17,https://github.com/NVIDIA-NeMo/RL/pull/3484,false
NVIDIA-NeMo/RL,3482,2026-08-05T16:42:07Z,2026-08,cp: Merge main to super-v3.5-posttraining - 2026-08-05,yfw,super-v3.5-posttraining,d8a529cb78ea8781dc6185379d503f6296afc0e5,https://github.com/NVIDIA-NeMo/RL/pull/3482,false
NVIDIA-NeMo/RL,3453,2026-08-05T09:26:49Z,2026-08,feat: nccl v2.30.7 bump,youngeunkwon0405,main,86774472e229b457314418fe3f25e8e844775596,https://github.com/NVIDIA-NeMo/RL/pull/3453,false
NVIDIA-NeMo/RL,3290,2026-08-05T09:11:50Z,2026-08,feat(nemotron-omni): add Megatron Nano image GRPO support,aroshanghias-nvd,main,a704801f1160ee95294820395c0b2b468b004105,https://github.com/NVIDIA-NeMo/RL/pull/3290,false
NVIDIA-NeMo/RL,3476,2026-08-05T04:04:36Z,2026-08,feat: Order packed microbatches largest-first per DP rank,wdykas,main,414b9bb6b69539011e835ce369be8e53aad709bd,https://github.com/NVIDIA-NeMo/RL/pull/3476,true
NVIDIA-NeMo/RL,3417,2026-08-04T23:08:25Z,2026-08,feat: add NuminaMath-1.5 response dataset,tianyi-zhang-02,main,dd39d384db8727f95069f33327047740d70e19a9,https://github.com/NVIDIA-NeMo/RL/pull/3417,false
NVIDIA-NeMo/RL,3406,2026-08-04T22:16:14Z,2026-08,fix(megatron): enable mcore colocated to use Gym,tdene,main,fdbbd283f23ab6df70df78e9bb1571f42dc3d879,https://github.com/NVIDIA-NeMo/RL/pull/3406,false
NVIDIA-NeMo/RL,3398,2026-08-04T22:13:12Z,2026-08,test(nightly): fix mcore async-gym test,tdene,main,be8918e2901b3e4a4aaa891f549fa3727886e223,https://github.com/NVIDIA-NeMo/RL/pull/3398,false
NVIDIA-NeMo/RL,3183,2026-08-04T21:44:47Z,2026-08,chore: upgrade Python to 3.13.14,kajalj22,main,00c2ba5f7a500fc3d4a3606102219726e3972a79,https://github.com/NVIDIA-NeMo/RL/pull/3183,false
NVIDIA-NeMo/RL,3491,2026-08-04T20:45:00Z,2026-08,chore: loosen L1 eval upper bound to avoid flaky in CI,yuki-97,main,55cf425b9d245b1781146fb6bcb7cf9b2c951962,https://github.com/NVIDIA-NeMo/RL/pull/3491,false
NVIDIA-NeMo/RL,3385,2026-08-04T05:17:54Z,2026-08,ci: Debug the MBridge bump,tdene,main,aa5c74edec9657f3aca3c570255970e24fa6768d,https://github.com/NVIDIA-NeMo/RL/pull/3385,false
NVIDIA-NeMo/RL,3479,2026-08-04T02:10:31Z,2026-08,"fix: Fix trtllm CI test, enable TRTLLM in LFast",hchings,main,f073000197e422b23db16caa29d1fda9d57ad742,https://github.com/NVIDIA-NeMo/RL/pull/3479,false
NVIDIA-NeMo/RL,2518,2026-08-04T04:32:59Z,2026-08,refactor(grpo): migrate TypedDict configs to pydantic BaseModel,NolenLiang,main,65be481535c4381bd0481cc761c28b759dcaae87,https://github.com/NVIDIA-NeMo/RL/pull/2518,false
NVIDIA-NeMo/RL,3388,2026-08-04T02:34:41Z,2026-08,feat(ray): support a dedicated gpu-free head node,macandro96,main,a1af9ae467e240bc5e101ba784912492ae981a56,https://github.com/NVIDIA-NeMo/RL/pull/3388,false
NVIDIA-NeMo/RL,3389,2026-08-03T18:19:54Z,2026-08,fix(data): honor subset on GSM8KDataset and correct the val-split docs,tianyi-zhang-02,main,00d3fc2c644804f1873585ff519121f73f4c2a86,https://github.com/NVIDIA-NeMo/RL/pull/3389,false
NVIDIA-NeMo/RL,3418,2026-08-03T06:29:26Z,2026-08,"fix(trtllm): Add TRTLLM SWE training example, update refit APIs",hchings,main,8fb82ca8c86b45dcfab3f572ff0f7dcdd3aad79a,https://github.com/NVIDIA-NeMo/RL/pull/3418,false
NVIDIA-NeMo/RL,3314,2026-08-03T16:33:02Z,2026-08,perf(loss): avoid full-vocab student log-softmax in same-vocab top-k KD,tianyi-zhang-02,main,5f5d82b3dfbda9e047bdacb0ccfbb539a50b4170,https://github.com/NVIDIA-NeMo/RL/pull/3314,false
NVIDIA-NeMo/RL,3466,2026-08-03T07:56:09Z,2026-08,fix: resolve lint failures from duplicate test and wrapping docstrings,Superjomn,opt/dev,8d222f179f88027f2aceaeb231f4ca3080351014,https://github.com/NVIDIA-NeMo/RL/pull/3466,false
NVIDIA-NeMo/RL,3465,2026-08-03T07:38:21Z,2026-08,fix(sc): log config parameters to W&B,RayenTian,main,89f4d1f857a369b1d565c97b7b4a12c1697bb68b,https://github.com/NVIDIA-NeMo/RL/pull/3465,false
NVIDIA-NeMo/RL,3404,2026-08-03T05:25:08Z,2026-08,feat(grpo): optional early stop at a validation metric threshold,michal2409,main,4dbfa20eb72f8f035fc2660d27e290a27b1528c6,https://github.com/NVIDIA-NeMo/RL/pull/3404,false
NVIDIA-NeMo/RL,3452,2026-08-01T06:56:57Z,2026-08,feat(gym): add Ultra environment prefetch config,yfw,main,c6b56da14996a986859c286c600764604f953024,https://github.com/NVIDIA-NeMo/RL/pull/3452,false
NVIDIA-NeMo/RL,3352,2026-07-31T07:21:09Z,2026-07,chore: update NCCL to 2.30.4 via uv override,yfw,main,f76dbf3d6c8e358c29c8cb6b9b290372cf8a04cb,https://github.com/NVIDIA-NeMo/RL/pull/3352,false
NVIDIA-NeMo/RL,3402,2026-07-31T14:21:33Z,2026-07,feat(grpo): make env-flagged sample masking optional,michal2409,main,e08fc276e41b9f4fef69a0b91f6f384ad1964f3d,https://github.com/NVIDIA-NeMo/RL/pull/3402,false
NVIDIA-NeMo/RL,3428,2026-07-31T11:02:40Z,2026-07,"fix: port remaining opt/dev-backup fixes (nsys, rc22 parser, Gym venv)",Superjomn,opt/dev,7c36d73a4744b83fa052e17425d53c6b9257f808,https://github.com/NVIDIA-NeMo/RL/pull/3428,false
NVIDIA-NeMo/RL,3434,2026-07-31T02:34:37Z,2026-07,Support editable trtllm and bump trtllm to 1.3.0rc23,shuyixiong,opt/dev,c498e6df48c26f146e07d90c2719b73b10c96275,https://github.com/NVIDIA-NeMo/RL/pull/3434,false
NVIDIA-NeMo/RL,3433,2026-07-31T01:53:17Z,2026-07,docs(ultra): remove obsolete v5->v4 checkpoint conversion section,macandro96,main,d152853a91fc5e1e1f66fc06e3a7e5ff5fb6ef7e,https://github.com/NVIDIA-NeMo/RL/pull/3433,false
NVIDIA-NeMo/RL,3280,2026-07-30T21:59:08Z,2026-07,build: bump vllm 0.20.0 → 0.25.1,terrykong,main,cf766d5f38eca80423df904a6cd68d09eb1f893c,https://github.com/NVIDIA-NeMo/RL/pull/3280,false
NVIDIA-NeMo/RL,3247,2026-07-30T19:49:06Z,2026-07,docs: warn about ray.sub dependency drift and container-rebuild fix,achartier,main,68cedb83c970e96a60aa4342c29025ff90d59497,https://github.com/NVIDIA-NeMo/RL/pull/3247,false
NVIDIA-NeMo/RL,3400,2026-07-30T16:59:38Z,2026-07,feat(grpo): add val_start_at to delay periodic validation,michal2409,main,83753ed56ee208503802a86bf91b9dd67dc53056,https://github.com/NVIDIA-NeMo/RL/pull/3400,false
NVIDIA-NeMo/RL,3323,2026-07-30T15:02:37Z,2026-07,fix(eagle3): isolate draft grad clipping,yuekaizhang,main,ba5bbe5af2eb4ad5273daa43e879fa6460f14261,https://github.com/NVIDIA-NeMo/RL/pull/3323,false
NVIDIA-NeMo/RL,2527,2026-07-30T11:46:14Z,2026-07,"refactor(distillation): migrate DistillationConfig, DistillationSaveS…",NolenLiang,main,bb38ee1266d21bf1d458f970c7b0a60427b4c9d2,https://github.com/NVIDIA-NeMo/RL/pull/2527,false
